Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
203,2026-06-21T20:43:41.560Z,33.6529600,-117.3041918,389.8,9.06,-0.081,-0.112,0.996,0,0.35,0.29,-17.06
204,2026-06-21T20:43:41.600Z,33.6529607,-117.3041910,389.8,8.93,-0.080,-0.105,0.999,0,0.35,0.23,-16.95
205,2026-06-21T20:43:41.640Z,33.6529614,-117.3041904,389.8,8.81,-0.079,-0.102,1.000,0,0.25,0.18,-16.82
206,2026-06-21T20:43:41.680Z,33.6529620,-117.3041897,389.8,8.71,-0.078,-0.100,0.998,0,0.11,0.16,-16.68
207,2026-06-21T20:43:41.720Z,33.6529625,-117.3041890,389.8,8.73,-0.077,-0.100,0.996,0,-0.03,0.19,-16.56
208,2026-06-21T20:43:41.760Z,33.6529631,-117.3041882,389.8,8.78,-0.076,-0.100,0.994,0,-0.14,0.24,-16.42
209,2026-06-21T20:43:41.800Z,33.6529637,-117.3041874,389.8,8.94,-0.076,-0.101,0.993,0,-0.22,0.29,-16.28
210,2026-06-21T20:43:41.840Z,33.6529643,-117.3041866,389.8,8.73,-0.075,-0.102,0.993,0,-0.28,0.31,-16.15
211,2026-06-21T20:43:41.880Z,33.6529649,-117.3041858,389.8,8.52,-0.075,-0.103,0.993,0,-0.31,0.31,-16.04
212,2026-06-21T20:43:41.920Z,33.6529655,-117.3041850,389.8,8.40,-0.075,-0.104,0.993,0,-0.36,0.31,-15.97
213,2026-06-21T20:43:41.960Z,33.6529662,-117.3041843,389.8,8.52,-0.075,-0.106,0.994,0,-0.42,0.31,-15.95
214,2026-06-21T20:43:42.040Z,33.6529673,-117.3041829,389.8,7.98,-0.075,-0.109,0.996,0,-0.45,0.30,-15.97
215,2026-06-21T20:43:42.080Z,33.6529678,-117.3041822,389.8,8.09,-0.075,-0.112,0.996,0,-0.44,0.32,-16.03
216,2026-06-21T20:43:42.120Z,33.6529683,-117.3041815,389.7,8.00,-0.076,-0.115,0.996,0,-0.41,0.36,-16.11
217,2026-06-21T20:43:42.160Z,33.6529689,-117.3041808,389.8,8.00,-0.075,-0.117,0.995,0,-0.34,0.43,-16.21
218,2026-06-21T20:43:42.200Z,33.6529695,-117.3041799,389.7,7.87,-0.075,-0.118,0.992,0,-0.24,0.51,-16.32
219,2026-06-21T20:43:42.240Z,33.6529700,-117.3041792,389.7,8.10,-0.075,-0.117,0.991,0,-0.13,0.58,-16.41
220,2026-06-21T20:43:42.280Z,33.6529705,-117.3041785,389.7,8.01,-0.075,-0.114,0.991,0,-0.03,0.60,-16.46
221,2026-06-21T20:43:42.320Z,33.6529710,-117.3041777,389.7,7.95,-0.074,-0.109,0.992,0,0.05,0.57,-16.48
222,2026-06-21T20:43:42.360Z,33.6529714,-117.3041768,389.7,7.87,-0.072,-0.103,0.993,0,0.13,0.52,-16.43
223,2026-06-21T20:43:42.400Z,33.6529718,-117.3041760,389.7,7.78,-0.069,-0.095,0.994,0,0.21,0.49,-16.30
224,2026-06-21T20:43:42.440Z,33.6529722,-117.3041752,389.7,7.61,-0.066,-0.088,0.995,0,0.29,0.51,-16.10
225,2026-06-21T20:43:42.480Z,33.6529725,-117.3041743,389.7,7.74,-0.064,-0.083,0.997,0,0.36,0.57,-15.83
226,2026-06-21T20:43:42.520Z,33.6529730,-117.3041736,389.7,7.80,-0.064,-0.080,0.999,0,0.39,0.64,-15.54
227,2026-06-21T20:43:42.560Z,33.6529736,-117.3041728,389.7,7.59,-0.064,-0.078,1.000,0,0.34,0.67,-15.27
228,2026-06-21T20:43:42.600Z,33.6529739,-117.3041720,389.7,7.32,-0.065,-0.076,1.000,0,0.22,0.65,-15.04
229,2026-06-21T20:43:42.640Z,33.6529742,-117.3041713,389.7,7.39,-0.065,-0.075,0.999,0,0.05,0.59,-14.83
230,2026-06-21T20:43:42.680Z,33.6529747,-117.3041705,389.7,7.21,-0.064,-0.074,0.998,0,-0.11,0.51,-14.62
231,2026-06-21T20:43:42.720Z,33.6529750,-117.3041698,389.7,7.37,-0.064,-0.075,0.997,0,-0.24,0.46,-14.41
232,2026-06-21T20:43:42.760Z,33.6529754,-117.3041691,389.7,7.30,-0.065,-0.078,0.998,0,-0.29,0.47,-14.20
233,2026-06-21T20:43:42.800Z,33.6529758,-117.3041682,389.7,7.08,-0.067,-0.084,1.000,0,-0.29,0.51,-14.04
234,2026-06-21T20:43:42.840Z,33.6529760,-117.3041675,389.7,6.89,-0.070,-0.089,1.002,0,-0.24,0.56,-13.97
235,2026-06-21T20:43:42.880Z,33.6529765,-117.3041668,389.7,6.83,-0.071,-0.093,1.002,0,-0.17,0.57,-13.99
236,2026-06-21T20:43:42.920Z,33.6529768,-117.3041661,389.7,6.76,-0.071,-0.093,1.000,0,-0.10,0.54,-14.03
237,2026-06-21T20:43:42.960Z,33.6529771,-117.3041653,389.7,6.93,-0.067,-0.087,0.995,0,0.00,0.47,-13.99
238,2026-06-21T20:43:43.040Z,33.6529778,-117.3041639,389.7,6.74,-0.062,-0.078,0.992,0,0.10,0.37,-13.79
239,2026-06-21T20:43:43.080Z,33.6529781,-117.3041631,389.7,6.63,-0.057,-0.068,0.991,0,0.20,0.28,-13.45
240,2026-06-21T20:43:43.120Z,33.6529784,-117.3041624,389.7,6.66,-0.053,-0.059,0.992,0,0.26,0.20,-13.03
241,2026-06-21T20:43:43.160Z,33.6529786,-117.3041617,389.7,6.56,-0.049,-0.052,0.994,0,0.27,0.17,-12.56
242,2026-06-21T20:43:43.200Z,33.6529789,-117.3041610,389.7,6.69,-0.047,-0.046,0.997,0,0.23,0.17,-12.10
243,2026-06-21T20:43:43.240Z,33.6529792,-117.3041603,389.7,6.52,-0.046,-0.043,0.999,0,0.16,0.22,-11.68
244,2026-06-21T20:43:43.280Z,33.6529794,-117.3041595,389.7,6.46,-0.045,-0.041,0.999,0,0.05,0.30,-11.27
245,2026-06-21T20:43:43.320Z,33.6529796,-117.3041588,389.7,6.56,-0.044,-0.040,0.998,0,-0.05,0.38,-10.86
246,2026-06-21T20:43:43.360Z,33.6529798,-117.3041581,389.7,6.84,-0.044,-0.041,0.997,0,-0.16,0.43,-10.47
247,2026-06-21T20:43:43.400Z,33.6529801,-117.3041573,389.6,6.45,-0.045,-0.044,0.997,0,-0.26,0.45,-10.11
248,2026-06-21T20:43:43.440Z,33.6529803,-117.3041565,389.6,6.41,-0.046,-0.047,0.997,0,-0.35,0.42,-9.79
249,2026-06-21T20:43:43.480Z,33.6529806,-117.3041558,389.6,6.32,-0.047,-0.051,0.997,0,-0.42,0.39,-9.52
250,2026-06-21T20:43:43.520Z,33.6529809,-117.3041550,389.6,6.50,-0.048,-0.055,0.998,0,-0.49,0.35,-9.32
251,2026-06-21T20:43:43.560Z,33.6529810,-117.3041542,389.6,6.55,-0.049,-0.059,0.998,0,-0.55,0.33,-9.19
252,2026-06-21T20:43:43.600Z,33.6529812,-117.3041535,389.6,6.26,-0.050,-0.063,0.999,0,-0.61,0.33,-9.14
253,2026-06-21T20:43:43.640Z,33.6529814,-117.3041528,389.6,6.10,-0.051,-0.067,0.999,0,-0.65,0.33,-9.15
254,2026-06-21T20:43:43.680Z,33.6529815,-117.3041521,389.6,6.11,-0.052,-0.071,0.999,0,-0.63,0.33,-9.19
255,2026-06-21T20:43:43.720Z,33.6529819,-117.3041513,389.6,6.05,-0.053,-0.074,0.999,0,-0.55,0.31,-9.25
256,2026-06-21T20:43:43.760Z,33.6529820,-117.3041507,389.6,5.89,-0.053,-0.075,0.999,0,-0.39,0.29,-9.30
257,2026-06-21T20:43:43.800Z,33.6529821,-117.3041500,389.6,5.83,-0.052,-0.073,0.998,0,-0.19,0.28,-9.32
258,2026-06-21T20:43:43.840Z,33.6529823,-117.3041493,389.6,5.90,-0.050,-0.068,0.997,0,0.01,0.26,-9.30
259,2026-06-21T20:43:43.880Z,33.6529825,-117.3041485,389.6,6.32,-0.048,-0.060,0.997,0,0.19,0.26,-9.21
260,2026-06-21T20:43:43.920Z,33.6529826,-117.3041479,389.6,5.88,-0.045,-0.051,0.997,0,0.30,0.25,-9.03
261,2026-06-21T20:43:43.960Z,33.6529830,-117.3041472,389.6,5.77,-0.042,-0.043,0.997,0,0.30,0.21,-8.73
262,2026-06-21T20:43:44.040Z,33.6529833,-117.3041459,389.6,5.50,-0.041,-0.037,0.999,0,0.16,0.17,-8.37
263,2026-06-21T20:43:44.080Z,33.6529835,-117.3041453,389.6,5.45,-0.040,-0.037,1.000,0,-0.06,0.12,-8.03
264,2026-06-21T20:43:44.120Z,33.6529837,-117.3041446,389.6,5.46,-0.041,-0.042,1.001,0,-0.34,0.06,-7.76
265,2026-06-21T20:43:44.160Z,33.6529839,-117.3041440,389.6,5.43,-0.042,-0.050,1.000,0,-0.62,0.02,-7.62
266,2026-06-21T20:43:44.200Z,33.6529839,-117.3041434,389.6,5.58,-0.043,-0.061,0.998,0,-0.86,0.01,-7.65
267,2026-06-21T20:43:44.240Z,33.6529841,-117.3041428,389.6,5.48,-0.044,-0.073,0.995,0,-1.02,0.03,-7.83
268,2026-06-21T20:43:44.280Z,33.6529843,-117.3041421,389.6,5.17,-0.046,-0.083,0.994,0,-1.11,0.06,-8.12
269,2026-06-21T20:43:44.320Z,33.6529844,-117.3041414,389.6,5.23,-0.046,-0.090,0.992,0,-1.12,0.10,-8.50
270,2026-06-21T20:43:44.360Z,33.6529846,-117.3041408,389.6,5.35,-0.047,-0.094,0.992,0,-1.07,0.15,-8.92
271,2026-06-21T20:43:44.400Z,33.6529847,-117.3041402,389.6,5.22,-0.047,-0.095,0.993,0,-0.96,0.19,-9.34
272,2026-06-21T20:43:44.440Z,33.6529847,-117.3041395,389.6,5.32,-0.047,-0.093,0.994,0,-0.79,0.24,-9.71
273,2026-06-21T20:43:44.480Z,33.6529849,-117.3041390,389.6,5.13,-0.045,-0.088,0.995,0,-0.59,0.27,-10.00
274,2026-06-21T20:43:44.520Z,33.6529850,-117.3041383,389.6,5.11,-0.042,-0.080,0.996,0,-0.41,0.29,-10.17
275,2026-06-21T20:43:44.560Z,33.6529851,-117.3041377,389.6,5.13,-0.040,-0.071,0.997,0,-0.27,0.30,-10.24
276,2026-06-21T20:43:44.600Z,33.6529852,-117.3041372,389.7,5.24,-0.037,-0.063,0.997,0,-0.21,0.33,-10.22
277,2026-06-21T20:43:44.640Z,33.6529852,-117.3041365,389.7,5.22,-0.037,-0.059,0.998,0,-0.24,0.35,-10.16
278,2026-06-21T20:43:44.680Z,33.6529852,-117.3041360,389.6,5.11,-0.038,-0.060,0.998,0,-0.34,0.38,-10.13
279,2026-06-21T20:43:44.720Z,33.6529854,-117.3041353,389.6,5.04,-0.041,-0.065,0.999,0,-0.45,0.41,-10.16
280,2026-06-21T20:43:44.760Z,33.6529855,-117.3041347,389.6,5.03,-0.044,-0.072,0.999,0,-0.55,0.42,-10.27
281,2026-06-21T20:43:44.800Z,33.6529855,-117.3041340,389.6,5.09,-0.047,-0.079,0.999,0,-0.59,0.41,-10.45
282,2026-06-21T20:43:44.840Z,33.6529856,-117.3041335,389.6,5.00,-0.049,-0.084,0.998,0,-0.57,0.39,-10.67
283,2026-06-21T20:43:44.880Z,33.6529857,-117.3041329,389.6,4.90,-0.050,-0.086,0.997,0,-0.50,0.37,-10.92
284,2026-06-21T20:43:44.920Z,33.6529857,-117.3041324,389.6,4.91,-0.050,-0.086,0.996,0,-0.41,0.34,-11.17
285,2026-06-21T20:43:44.960Z,33.6529858,-117.3041317,389.6,4.76,-0.049,-0.082,0.995,0,-0.32,0.33,-11.41
286,2026-06-21T20:43:45.040Z,33.6529859,-117.3041307,389.6,4.56,-0.046,-0.075,0.995,0,-0.23,0.32,-11.57
287,2026-06-21T20:43:45.080Z,33.6529859,-117.3041303,389.6,4.65,-0.042,-0.067,0.995,0,-0.13,0.31,-11.61
288,2026-06-21T20:43:45.120Z,33.6529859,-117.3041296,389.6,4.97,-0.039,-0.058,0.995,0,-0.05,0.30,-11.54
289,2026-06-21T20:43:45.160Z,33.6529859,-117.3041291,389.6,4.90,-0.035,-0.049,0.996,0,0.00,0.28,-11.36
290,2026-06-21T20:43:45.200Z,33.6529859,-117.3041286,389.6,4.58,-0.033,-0.042,0.996,0,0.02,0.27,-11.09
291,2026-06-21T20:43:45.240Z,33.6529860,-117.3041279,389.6,4.72,-0.031,-0.037,0.997,0,-0.02,0.27,-10.78
292,2026-06-21T20:43:45.280Z,33.6529860,-117.3041274,389.6,4.73,-0.031,-0.035,0.999,0,-0.10,0.28,-10.46
293,2026-06-21T20:43:45.320Z,33.6529860,-117.3041269,389.6,4.73,-0.031,-0.035,0.999,0,-0.20,0.29,-10.14
294,2026-06-21T20:43:45.360Z,33.6529859,-117.3041262,389.6,4.82,-0.032,-0.038,1.000,0,-0.28,0.29,-9.85
295,2026-06-21T20:43:45.400Z,33.6529859,-117.3041257,389.6,4.29,-0.033,-0.041,1.000,0,-0.31,0.30,-9.59
296,2026-06-21T20:43:45.440Z,33.6529859,-117.3041251,389.6,4.81,-0.034,-0.043,1.000,0,-0.30,0.31,-9.36
297,2026-06-21T20:43:45.480Z,33.6529859,-117.3041245,389.5,5.31,-0.034,-0.043,1.000,0,-0.27,0.34,-9.15
298,2026-06-21T20:43:45.520Z,33.6529858,-117.3041239,389.5,4.72,-0.034,-0.042,1.000,0,-0.25,0.37,-8.96
299,2026-06-21T20:43:45.560Z,33.6529857,-117.3041234,389.5,4.23,-0.033,-0.040,0.999,0,-0.26,0.40,-8.76
300,2026-06-21T20:43:45.600Z,33.6529857,-117.3041229,389.5,4.13,-0.031,-0.039,0.998,0,-0.32,0.42,-8.57
301,2026-06-21T20:43:45.640Z,33.6529857,-117.3041223,389.5,4.02,-0.030,-0.039,0.997,0,-0.39,0.40,-8.39
302,2026-06-21T20:43:45.680Z,33.6529857,-117.3041219,389.5,3.92,-0.030,-0.041,0.996,0,-0.45,0.38,-8.22
303,2026-06-21T20:43:45.720Z,33.6529857,-117.3041215,389.5,4.05,-0.030,-0.043,0.995,0,-0.48,0.34,-8.05
304,2026-06-21T20:43:45.760Z,33.6529857,-117.3041209,389.5,3.89,-0.031,-0.045,0.996,0,-0.45,0.31,-7.90
305,2026-06-21T20:43:45.800Z,33.6529858,-117.3041204,389.5,3.79,-0.031,-0.045,0.997,0,-0.40,0.29,-7.75
306,2026-06-21T20:43:45.840Z,33.6529857,-117.3041199,389.5,3.74,-0.031,-0.045,0.998,0,-0.35,0.28,-7.61
307,2026-06-21T20:43:45.880Z,33.6529857,-117.3041195,389.5,3.86,-0.031,-0.044,0.999,0,-0.32,0.26,-7.49
308,2026-06-21T20:43:45.920Z,33.6529857,-117.3041188,389.5,4.01,-0.031,-0.044,0.999,0,-0.32,0.24,-7.40
309,2026-06-21T20:43:45.960Z,33.6529857,-117.3041183,389.5,4.00,-0.032,-0.045,0.999,0,-0.33,0.23,-7.32
310,2026-06-21T20:43:46.040Z,33.6529857,-117.3041174,389.5,3.50,-0.032,-0.045,0.999,0,-0.33,0.23,-7.25
311,2026-06-21T20:43:46.080Z,33.6529856,-117.3041169,389.5,3.45,-0.032,-0.045,0.998,0,-0.31,0.25,-7.16
312,2026-06-21T20:43:46.120Z,33.6529855,-117.3041164,389.5,3.91,-0.031,-0.043,0.998,0,-0.31,0.28,-7.07
313,2026-06-21T20:43:46.160Z,33.6529856,-117.3041159,389.5,3.83,-0.029,-0.040,0.998,0,-0.31,0.31,-6.97
314,2026-06-21T20:43:46.200Z,33.6529855,-117.3041155,389.5,3.64,-0.027,-0.037,0.999,0,-0.34,0.33,-6.86
315,2026-06-21T20:43:46.240Z,33.6529854,-117.3041150,389.5,3.65,-0.027,-0.035,0.999,0,-0.38,0.34,-6.74
316,2026-06-21T20:43:46.280Z,33.6529855,-117.3041146,389.5,3.45,-0.028,-0.036,1.000,0,-0.41,0.33,-6.60
317,2026-06-21T20:43:46.320Z,33.6529855,-117.3041141,389.5,3.39,-0.031,-0.037,0.999,0,-0.42,0.32,-6.44
318,2026-06-21T20:43:46.360Z,33.6529854,-117.3041136,389.5,3.74,-0.033,-0.038,0.997,0,-0.40,0.32,-6.27
319,2026-06-21T20:43:46.400Z,33.6529854,-117.3041131,389.5,3.55,-0.034,-0.038,0.996,0,-0.37,0.32,-6.11
320,2026-06-21T20:43:46.440Z,33.6529854,-117.3041127,389.5,3.51,-0.034,-0.037,0.997,0,-0.34,0.32,-5.98
321,2026-06-21T20:43:46.480Z,33.6529853,-117.3041123,389.5,3.59,-0.033,-0.035,0.998,0,-0.35,0.30,-5.86
322,2026-06-21T20:43:46.520Z,33.6529853,-117.3041118,389.5,3.56,-0.033,-0.034,1.001,0,-0.39,0.29,-5.74
323,2026-06-21T20:43:46.560Z,33.6529853,-117.3041115,389.5,3.04,-0.033,-0.033,1.002,0,-0.45,0.28,-5.62
324,2026-06-21T20:43:46.600Z,33.6529853,-117.3041112,389.5,3.06,-0.033,-0.033,1.002,0,-0.51,0.28,-5.49
325,2026-06-21T20:43:46.640Z,33.6529853,-117.3041108,389.5,3.05,-0.034,-0.034,1.000,0,-0.55,0.29,-5.36
326,2026-06-21T20:43:46.680Z,33.6529852,-117.3041104,389.5,3.47,-0.034,-0.035,0.997,0,-0.57,0.30,-5.24
327,2026-06-21T20:43:46.720Z,33.6529852,-117.3041100,389.5,3.38,-0.033,-0.036,0.995,0,-0.58,0.29,-5.13
328,2026-06-21T20:43:46.760Z,33.6529853,-117.3041096,389.5,3.20,-0.032,-0.036,0.994,0,-0.57,0.26,-5.02
329,2026-06-21T20:43:46.800Z,33.6529852,-117.3041093,389.5,2.88,-0.030,-0.036,0.995,0,-0.55,0.22,-4.91
330,2026-06-21T20:43:46.840Z,33.6529851,-117.3041090,389.5,2.85,-0.029,-0.036,0.996,0,-0.53,0.21,-4.80
331,2026-06-21T20:43:46.880Z,33.6529851,-117.3041088,389.5,2.92,-0.029,-0.035,0.998,0,-0.52,0.21,-4.69
332,2026-06-21T20:43:46.920Z,33.6529851,-117.3041083,389.5,2.97,-0.029,-0.035,1.000,0,-0.50,0.22,-4.59
333,2026-06-21T20:43:46.960Z,33.6529851,-117.3041081,389.5,3.00,-0.029,-0.035,1.000,0,-0.49,0.22,-4.48
334,2026-06-21T20:43:47.040Z,33.6529850,-117.3041074,389.5,2.60,-0.029,-0.035,0.999,0,-0.49,0.22,-4.36
335,2026-06-21T20:43:47.080Z,33.6529849,-117.3041071,389.5,2.80,-0.030,-0.035,0.999,0,-0.49,0.22,-4.24
336,2026-06-21T20:43:47.120Z,33.6529849,-117.3041067,389.5,3.07,-0.030,-0.035,0.999,0,-0.49,0.22,-4.11
337,2026-06-21T20:43:47.160Z,33.6529848,-117.3041063,389.5,3.06,-0.030,-0.035,0.998,0,-0.48,0.22,-3.99
338,2026-06-21T20:43:47.200Z,33.6529848,-117.3041060,389.5,2.75,-0.031,-0.035,0.999,0,-0.46,0.24,-3.88
339,2026-06-21T20:43:47.240Z,33.6529848,-117.3041057,389.5,2.73,-0.030,-0.035,0.999,0,-0.43,0.26,-3.79
340,2026-06-21T20:43:47.280Z,33.6529847,-117.3041054,389.5,2.64,-0.030,-0.035,0.998,0,-0.40,0.27,-3.70
341,2026-06-21T20:43:47.320Z,33.6529847,-117.3041051,389.4,2.74,-0.029,-0.034,0.998,0,-0.38,0.28,-3.62
342,2026-06-21T20:43:47.360Z,33.6529847,-117.3041047,389.4,2.74,-0.028,-0.033,0.998,0,-0.37,0.28,-3.54
343,2026-06-21T20:43:47.400Z,33.6529846,-117.3041044,389.4,2.53,-0.028,-0.033,0.998,0,-0.38,0.27,-3.45
344,2026-06-21T20:43:47.440Z,33.6529845,-117.3041040,389.4,2.59,-0.028,-0.033,0.999,0,-0.40,0.26,-3.36
345,2026-06-21T20:43:47.480Z,33.6529845,-117.3041037,389.4,2.64,-0.029,-0.033,1.000,0,-0.41,0.25,-3.28
346,2026-06-21T20:43:47.520Z,33.6529845,-117.3041034,389.4,2.52,-0.029,-0.033,1.000,0,-0.42,0.24,-3.19
347,2026-06-21T20:43:47.560Z,33.6529844,-117.3041032,389.4,2.56,-0.030,-0.034,1.000,0,-0.41,0.24,-3.11
348,2026-06-21T20:43:47.600Z,33.6529844,-117.3041027,389.4,2.58,-0.030,-0.034,1.000,0,-0.40,0.24,-3.04
349,2026-06-21T20:43:47.640Z,33.6529843,-117.3041024,389.4,2.45,-0.029,-0.033,0.999,0,-0.39,0.23,-2.96
350,2026-06-21T20:43:47.680Z,33.6529843,-117.3041022,389.4,2.25,-0.028,-0.033,0.998,0,-0.38,0.22,-2.89
351,2026-06-21T20:43:47.720Z,33.6529843,-117.3041020,389.4,2.33,-0.027,-0.032,0.998,0,-0.38,0.21,-2.82
352,2026-06-21T20:43:47.760Z,33.6529843,-117.3041016,389.4,2.25,-0.025,-0.032,0.998,0,-0.39,0.20,-2.75
353,2026-06-21T20:43:47.800Z,33.6529843,-117.3041013,389.4,2.43,-0.023,-0.032,0.998,0,-0.40,0.19,-2.69
354,2026-06-21T20:43:47.840Z,33.6529842,-117.3041011,389.4,2.45,-0.022,-0.032,0.998,0,-0.42,0.19,-2.63
355,2026-06-21T20:43:47.880Z,33.6529841,-117.3041008,389.4,2.38,-0.020,-0.032,0.998,0,-0.45,0.19,-2.57
356,2026-06-21T20:43:47.920Z,33.6529841,-117.3041005,389.4,2.13,-0.019,-0.032,0.998,0,-0.47,0.19,-2.52
357,2026-06-21T20:43:47.960Z,33.6529841,-117.3041002,389.4,2.24,-0.019,-0.032,0.998,0,-0.50,0.19,-2.47
358,2026-06-21T20:43:48.040Z,33.6529841,-117.3040997,389.4,1.92,-0.018,-0.033,0.999,0,-0.52,0.19,-2.41
359,2026-06-21T20:43:48.080Z,33.6529840,-117.3040996,389.4,1.98,-0.018,-0.033,0.999,0,-0.54,0.19,-2.36
360,2026-06-21T20:43:48.120Z,33.6529840,-117.3040993,389.4,2.04,-0.018,-0.033,0.999,0,-0.55,0.18,-2.30
361,2026-06-21T20:43:48.160Z,33.6529840,-117.3040990,389.4,2.23,-0.018,-0.033,0.999,0,-0.56,0.17,-2.26
362,2026-06-21T20:43:48.200Z,33.6529840,-117.3040987,389.4,2.24,-0.018,-0.033,0.999,0,-0.55,0.16,-2.21
363,2026-06-21T20:43:48.240Z,33.6529839,-117.3040985,389.4,2.05,-0.018,-0.033,0.999,0,-0.55,0.15,-2.17
364,2026-06-21T20:43:48.280Z,33.6529838,-117.3040982,389.4,1.83,-0.018,-0.033,0.999,0,-0.54,0.15,-2.12
365,2026-06-21T20:43:48.320Z,33.6529837,-117.3040979,389.4,1.77,-0.019,-0.033,0.999,0,-0.53,0.15,-2.08
366,2026-06-21T20:43:48.360Z,33.6529837,-117.3040977,389.4,1.67,-0.019,-0.033,0.999,0,-0.52,0.16,-2.03
367,2026-06-21T20:43:48.400Z,33.6529836,-117.3040975,389.4,1.97,-0.019,-0.033,0.999,0,-0.52,0.17,-1.99
368,2026-06-21T20:43:48.440Z,33.6529836,-117.3040972,389.4,2.04,-0.019,-0.032,0.999,0,-0.53,0.17,-1.95
369,2026-06-21T20:43:48.480Z,33.6529835,-117.3040970,389.4,1.86,-0.019,-0.032,0.999,0,-0.53,0.18,-1.92
370,2026-06-21T20:43:48.520Z,33.6529835,-117.3040968,389.4,1.79,-0.019,-0.032,0.999,0,-0.55,0.19,-1.88
371,2026-06-21T20:43:48.560Z,33.6529834,-117.3040966,389.4,1.78,-0.018,-0.032,0.999,0,-0.56,0.19,-1.84
372,2026-06-21T20:43:48.600Z,33.6529834,-117.3040963,389.4,1.95,-0.019,-0.032,0.999,0,-0.57,0.19,-1.80
373,2026-06-21T20:43:48.640Z,33.6529834,-117.3040961,389.4,1.73,-0.019,-0.032,0.999,0,-0.57,0.19,-1.76
374,2026-06-21T20:43:48.680Z,33.6529834,-117.3040958,389.4,1.85,-0.019,-0.033,0.999,0,-0.57,0.19,-1.72
375,2026-06-21T20:43:48.720Z,33.6529834,-117.3040956,389.4,1.80,-0.019,-0.033,0.999,0,-0.56,0.18,-1.68
376,2026-06-21T20:43:48.760Z,33.6529833,-117.3040954,389.3,1.89,-0.020,-0.032,0.999,0,-0.55,0.18,-1.65
377,2026-06-21T20:43:48.800Z,33.6529832,-117.3040953,389.4,1.68,-0.020,-0.032,0.999,0,-0.54,0.18,-1.61
378,2026-06-21T20:43:48.840Z,33.6529831,-117.3040950,389.4,1.47,-0.020,-0.032,0.998,0,-0.54,0.18,-1.57
379,2026-06-21T20:43:48.880Z,33.6529831,-117.3040948,389.3,1.44,-0.020,-0.032,0.998,0,-0.54,0.18,-1.53
380,2026-06-21T20:43:48.920Z,33.6529830,-117.3040947,389.3,1.42,-0.020,-0.032,0.999,0,-0.55,0.18,-1.49
381,2026-06-21T20:43:48.960Z,33.6529830,-117.3040945,389.3,1.72,-0.019,-0.032,0.999,0,-0.55,0.18,-1.45
382,2026-06-21T20:43:49.040Z,33.6529829,-117.3040941,389.3,1.73,-0.020,-0.032,0.999,0,-0.55,0.17,-1.41
383,2026-06-21T20:43:49.080Z,33.6529829,-117.3040939,389.3,1.23,-0.020,-0.032,0.999,0,-0.54,0.16,-1.37
384,2026-06-21T20:43:49.120Z,33.6529828,-117.3040937,389.3,1.72,-0.020,-0.032,0.999,0,-0.53,0.16,-1.33
385,2026-06-21T20:43:49.160Z,33.6529827,-117.3040935,389.3,1.85,-0.021,-0.032,0.999,0,-0.53,0.16,-1.30
386,2026-06-21T20:43:49.200Z,33.6529827,-117.3040932,389.3,1.58,-0.022,-0.032,0.999,0,-0.54,0.17,-1.27
387,2026-06-21T20:43:49.240Z,33.6529826,-117.3040930,389.3,1.56,-0.022,-0.031,0.999,0,-0.55,0.16,-1.24
388,2026-06-21T20:43:49.280Z,33.6529826,-117.3040930,389.2,1.43,-0.022,-0.031,0.999,0,-0.57,0.15,-1.21
389,2026-06-21T20:43:49.320Z,33.6529825,-117.3040928,389.2,1.35,-0.022,-0.031,0.999,0,-0.58,0.14,-1.18
390,2026-06-21T20:43:49.360Z,33.6529825,-117.3040925,389.2,1.41,-0.022,-0.031,0.999,0,-0.60,0.13,-1.14
391,2026-06-21T20:43:49.400Z,33.6529824,-117.3040923,389.2,1.40,-0.021,-0.032,0.999,0,-0.60,0.13,-1.11
392,2026-06-21T20:43:49.440Z,33.6529823,-117.3040922,389.2,1.13,-0.021,-0.032,0.999,0,-0.59,0.12,-1.08
393,2026-06-21T20:43:49.480Z,33.6529823,-117.3040922,389.2,1.15,-0.020,-0.032,0.999,0,-0.58,0.12,-1.06
394,2026-06-21T20:43:49.520Z,33.6529822,-117.3040920,389.2,1.13,-0.019,-0.033,0.999,0,-0.57,0.12,-1.03
395,2026-06-21T20:43:49.560Z,33.6529822,-117.3040918,389.2,1.22,-0.018,-0.032,0.999,0,-0.56,0.11,-1.01
396,2026-06-21T20:43:49.600Z,33.6529822,-117.3040917,389.2,1.31,-0.017,-0.032,0.999,0,-0.55,0.11,-0.99
397,2026-06-21T20:43:49.640Z,33.6529821,-117.3040915,389.2,1.35,-0.015,-0.032,0.999,0,-0.54,0.11,-0.97
398,2026-06-21T20:43:49.680Z,33.6529821,-117.3040913,389.2,1.31,-0.014,-0.032,0.999,0,-0.54,0.11,-0.94
399,2026-06-21T20:43:49.720Z,33.6529820,-117.3040913,389.2,1.14,-0.012,-0.032,0.999,0,-0.53,0.12,-0.93
400,2026-06-21T20:43:49.760Z,33.6529820,-117.3040910,389.2,1.12,-0.010,-0.033,0.999,0,-0.53,0.12,-0.91
401,2026-06-21T20:43:49.800Z,33.6529819,-117.3040910,389.2,1.24,-0.008,-0.033,0.999,0,-0.52,0.13,-0.90
